CreditScore,AppliedLoanAmount,Purpose,ProposedInterestRate,ProposedLoanAmount,ProposedLoanTerm
811,91000,Vehicle for Business Use,3.89,89000,72
751,89000,Home Renovation,2.51,78000,72
671,30000,Wedding Expenses,6.02,29000,72
809,34000,Education Fees,3.13,27000,72
744,86000,Technology Upgrade,4.64,70000,12
712,50000,Childcare Expenses,4.32,46000,72
847,45000,Childcare Expenses,2.7,37000,60
802,87000,Technology Upgrade,3.71,86000,12
760,6000,Debt Consolidation,3.71,5000,72
618,57000,Startup Capital,8.14,50000,24
606,81000,Education Fees,7.86,76000,72
640,78000,Community Projects,8.07,71000,36
747,90000,Marketing and Advertising,4.48,76000,12
810,68000,Technology Upgrade,3.48,60000,36
713,19000,Home Renovation,4.1,16000,60
728,67000,Education Fees,4.86,56000,60
777,59000,Inventory Purchase,3.62,51000,36
667,9000,Agriculture Expenses,6.72,7000,72
625,42000,Green Initiatives,8.94,36000,24
680,61000,Utility Payments,6.04,51000,24
663,90000,Wedding Expenses,5.69,86000,72
701,30000,Working Capital,5.5,25000,36
822,79000,Emergency Personal Funds,3.01,78000,48
633,94000,Social Enterprise,7.4,92000,36
844,88000,Wedding Expenses,3.6,74000,60
661,35000,Training and Development,6.16,28000,36
714,51000,Inventory Purchase,4.85,43000,12
663,81000,Green Initiatives,5.93,73000,36
665,25000,Vehicle for Business Use,6.37,20000,48
602,56000,Training and Development,7.05,54000,36
610,99000,Vehicle for Business Use,8.41,92000,72
719,73000,Training and Development,4.4,59000,12
628,18000,Utility Payments,8.6,15000,12
818,54000,Startup Capital,3.56,50000,36
697,23000,Agriculture Expenses,6.56,21000,60
657,61000,Equipment Purchase,6.67,54000,36
713,81000,Green Initiatives,4.3,78000,12
736,81000,Business Expansion,5.44,67000,60
706,87000,Childcare Expenses,5.24,86000,72
625,5000,Education Fees,8.27,4000,48
770,68000,Inventory Purchase,3.41,55000,36
673,67000,Training and Development,6.23,66000,12
679,70000,Healthcare Expenses,6.1,57000,72
798,70000,Education Fees,3.42,64000,72
804,71000,Home Renovation,2.83,67000,48
726,95000,Community Projects,4.66,92000,36
802,15000,Vehicle for Business Use,3.88,13000,72
681,82000,Technology Upgrade,6.42,77000,12
661,59000,Travel Costs,6.82,51000,60
763,70000,Agriculture Expenses,3.16,57000,72
655,94000,Healthcare Expenses,5.93,91000,60
643,49000,Startup Capital,7.6,46000,24
846,23000,Travel Costs,3.6,21000,48
832,37000,Social Enterprise,2.58,33000,24
749,19000,Marketing and Advertising,4.88,17000,12
755,19000,Social Enterprise,3.77,18000,24
665,19000,Marketing and Advertising,6.85,16000,12
620,96000,Training and Development,8.94,95000,36
787,80000,Vehicle for Business Use,3.85,74000,60
758,99000,Green Initiatives,3.18,91000,36
701,85000,Home Renovation,5.04,84000,48
739,70000,Startup Capital,5.32,62000,12
616,85000,Emergency Business Funds,8.32,83000,12
815,57000,Education Fees,3.43,48000,72
752,83000,Travel Costs,3.06,80000,60
627,93000,Equipment Purchase,8.56,76000,12
815,79000,Childcare Expenses,2.69,78000,60
812,10000,Wedding Expenses,3.73,8000,60
668,49000,Healthcare Expenses,6.75,48000,48
805,30000,Healthcare Expenses,2.67,26000,48
624,54000,Social Enterprise,7.09,44000,24
698,16000,Training and Development,5.49,15000,24
624,41000,Business Expansion,7.74,37000,60
667,73000,Green Initiatives,5.83,64000,36
734,83000,Emergency Personal Funds,5.26,82000,60
649,20000,Startup Capital,7.7,18000,24
752,7000,Training and Development,3.22,6000,36
646,94000,Training and Development,8.53,83000,12
650,6000,Healthcare Expenses,6.05,5000,72
818,18000,Utility Payments,3.36,16000,36
773,68000,Business Expansion,3.03,59000,60
635,16000,Education Fees,8.75,14000,72
630,46000,Education Fees,7.7,39000,72
739,63000,Training and Development,5.24,59000,12
658,93000,Business Expansion,6.42,79000,60
613,70000,Vehicle for Business Use,8.9,66000,60
842,91000,Healthcare Expenses,3.03,84000,72
683,60000,Training and Development,6.19,48000,24
676,51000,Community Projects,5.68,46000,24
832,80000,Startup Capital,3.8,72000,24
767,99000,Utility Payments,3.13,84000,24
725,21000,Debt Consolidation,4.06,17000,60
707,94000,Community Projects,4.9,75000,12
695,43000,Social Enterprise,5.84,38000,24
718,87000,Utility Payments,5.18,80000,12
630,9000,Emergency Business Funds,7.68,7000,36
715,27000,Emergency Personal Funds,4.47,24000,60
746,69000,Emergency Personal Funds,5.45,68000,72
608,42000,Green Initiatives,8.13,36000,36
771,95000,Utility Payments,3.12,87000,36
708,58000,Training and Development,4.2,49000,36
819,98000,Community Projects,3.38,87000,36
730,52000,Marketing and Advertising,5.02,46000,24
625,89000,Wedding Expenses,7.33,71000,72
718,97000,Education Fees,4.52,85000,48
641,62000,Healthcare Expenses,8.07,56000,48
620,42000,Debt Consolidation,8.04,35000,60
752,43000,Startup Capital,2.93,38000,24
783,6000,Home Renovation,2.48,5000,48
660,53000,Training and Development,6.06,47000,36
698,72000,Wedding Expenses,6.5,68000,48
779,63000,Equipment Purchase,3.84,53000,12
631,88000,Training and Development,8.67,72000,12
723,61000,Agriculture Expenses,4.38,59000,60
820,43000,Inventory Purchase,3.39,40000,24
788,50000,Social Enterprise,3.8,42000,12
805,21000,Equipment Purchase,3.68,17000,24
806,37000,Startup Capital,3.91,31000,24
613,99000,Wedding Expenses,6.98,91000,48
810,70000,Startup Capital,3.95,69000,24
683,45000,Wedding Expenses,5.76,39000,60
609,74000,Equipment Purchase,8.13,73000,12
805,17000,Marketing and Advertising,3.26,16000,36
693,74000,Emergency Personal Funds,5.81,66000,60
760,91000,Wedding Expenses,3.89,83000,48
675,5000,Training and Development,6.4,4000,12
709,50000,Marketing and Advertising,4.84,41000,36
840,86000,Emergency Business Funds,2.58,82000,36
643,91000,Healthcare Expenses,8.8,85000,48
686,94000,Equipment Purchase,5.88,80000,24
822,5000,Training and Development,3.8,4000,12
842,85000,Vehicle for Business Use,3.89,76000,72
844,88000,Wedding Expenses,3.46,85000,60
661,68000,Marketing and Advertising,6.13,55000,36
638,83000,Emergency Personal Funds,8.77,68000,48
645,26000,Travel Costs,7.88,23000,72
730,12000,Community Projects,5.08,11000,36
737,76000,Emergency Personal Funds,4.01,68000,48
830,67000,Working Capital,3.74,62000,24
653,98000,Technology Upgrade,6.68,95000,12
689,66000,Startup Capital,6.05,63000,24
726,30000,Agriculture Expenses,4.44,27000,60
770,58000,Social Enterprise,3.83,53000,24
671,19000,Startup Capital,6.3,17000,36
635,79000,Emergency Business Funds,8.8,68000,12
609,15000,Working Capital,8.15,12000,36
604,75000,Marketing and Advertising,8.84,61000,36
771,54000,Emergency Personal Funds,2.72,45000,72
633,40000,Vehicle for Business Use,8.16,32000,48
605,58000,Utility Payments,7.81,53000,12
681,21000,Social Enterprise,6.66,16000,36
653,95000,Agriculture Expenses,6.86,90000,48
636,68000,Childcare Expenses,8.12,58000,60
753,56000,Travel Costs,2.48,51000,48
785,29000,Agriculture Expenses,3.84,25000,72
755,23000,Training and Development,3.91,19000,12
655,21000,Marketing and Advertising,6.41,20000,12
827,99000,Marketing and Advertising,3.19,91000,12
802,85000,Emergency Business Funds,2.62,84000,36
819,22000,Wedding Expenses,2.75,19000,48
612,45000,Emergency Personal Funds,8.13,37000,72
710,35000,Social Enterprise,4.52,31000,24
680,10000,Emergency Business Funds,5.85,9000,12
785,5000,Vehicle for Business Use,2.66,4000,48
667,53000,Debt Consolidation,6.03,52000,48
715,87000,Community Projects,3.97,86000,36
605,63000,Social Enterprise,7.7,51000,36
734,10000,Inventory Purchase,3.98,9000,36
716,59000,Community Projects,4.84,57000,36
683,59000,Travel Costs,6.81,55000,48
685,18000,Training and Development,6.18,16000,36
621,43000,Working Capital,8.25,38000,12
666,60000,Equipment Purchase,5.76,53000,36
757,88000,Agriculture Expenses,3.19,79000,48
613,74000,Utility Payments,8.82,67000,36
603,54000,Healthcare Expenses,8.55,43000,60
645,13000,Community Projects,7.19,11000,36
676,35000,Startup Capital,5.74,30000,24
667,56000,Debt Consolidation,6.6,50000,48
601,43000,Training and Development,8.6,37000,12
706,34000,Marketing and Advertising,4.11,33000,36
631,66000,Childcare Expenses,8.35,65000,72
813,79000,Vehicle for Business Use,2.82,78000,72
619,12000,Emergency Business Funds,8.1,11000,36
747,42000,Green Initiatives,3.97,36000,36
660,34000,Marketing and Advertising,6.53,31000,36
748,74000,Emergency Business Funds,5.4,67000,24
718,69000,Utility Payments,4.71,65000,36
633,67000,Healthcare Expenses,8.6,62000,60
680,69000,Startup Capital,6.57,61000,24
726,85000,Marketing and Advertising,4.28,77000,36
815,11000,Social Enterprise,3.62,9000,36
841,91000,Agriculture Expenses,3.93,78000,48
678,88000,Social Enterprise,6.94,86000,36
621,23000,Healthcare Expenses,7.85,19000,60
612,34000,Training and Development,8.25,27000,36
685,27000,Vehicle for Business Use,5.96,26000,72
700,41000,Community Projects,4.47,34000,24
777,94000,Vehicle for Business Use,2.96,84000,60
665,45000,Social Enterprise,5.91,43000,12
840,9000,Social Enterprise,3.34,8000,12
841,98000,Education Fees,3.3,91000,48
651,11000,Emergency Personal Funds,5.79,10000,60
693,5000,Social Enterprise,6.5,4000,36
771,56000,Wedding Expenses,2.65,54000,60
664,30000,Home Renovation,6.85,26000,48
809,39000,Equipment Purchase,2.92,33000,36
602,72000,Community Projects,6.96,66000,12
604,91000,Technology Upgrade,8.25,90000,24
752,97000,Inventory Purchase,2.54,79000,36
823,41000,Inventory Purchase,2.83,38000,12
673,63000,Childcare Expenses,5.58,50000,48
830,77000,Home Renovation,2.73,71000,48
735,77000,Inventory Purchase,4.59,67000,24
803,21000,Agriculture Expenses,3.18,19000,48
761,6000,Debt Consolidation,3.67,5000,72
654,38000,Emergency Personal Funds,5.66,37000,60
632,79000,Technology Upgrade,7.61,64000,12
768,89000,Business Expansion,2.63,83000,72
727,84000,Inventory Purchase,5.28,81000,24
796,74000,Childcare Expenses,3.9,72000,48
644,45000,Debt Consolidation,8.19,41000,48
731,49000,Startup Capital,4.79,41000,36
697,18000,Agriculture Expenses,6.07,14000,72
603,49000,Travel Costs,8.49,39000,72
635,70000,Emergency Business Funds,7.01,66000,36
790,69000,Social Enterprise,3.87,66000,36
630,62000,Childcare Expenses,8.63,56000,72
624,55000,Childcare Expenses,8.06,53000,72
738,63000,Equipment Purchase,4.23,53000,24
701,43000,Vehicle for Business Use,4.87,37000,72
847,25000,Equipment Purchase,3.32,21000,12
827,62000,Home Renovation,3.21,56000,48
802,48000,Healthcare Expenses,2.84,38000,60
690,57000,Home Renovation,5.72,51000,48
789,43000,Business Expansion,2.9,42000,60
624,61000,Equipment Purchase,8.17,58000,36
647,28000,Education Fees,7.51,24000,60
644,86000,Agriculture Expenses,8.55,78000,60
651,92000,Social Enterprise,5.8,81000,24
742,59000,Vehicle for Business Use,4.24,57000,60
646,59000,Emergency Business Funds,7.68,57000,36
664,99000,Vehicle for Business Use,6.77,81000,60
812,32000,Social Enterprise,2.57,26000,36
695,45000,Social Enterprise,6.75,36000,24
622,70000,Childcare Expenses,7.79,64000,60
739,38000,Home Renovation,5.23,37000,60
798,47000,Business Expansion,3.34,40000,72
741,53000,Education Fees,4.88,46000,72
610,72000,Debt Consolidation,7.08,69000,72
698,81000,Community Projects,5.57,67000,36
632,87000,Wedding Expenses,7.06,76000,48
826,72000,Home Renovation,3.91,70000,60
605,94000,Community Projects,7.15,87000,12
697,77000,Business Expansion,6.28,64000,60
762,17000,Education Fees,2.89,15000,48
757,93000,Emergency Business Funds,2.99,85000,12
733,60000,Green Initiatives,4.72,51000,12
756,96000,Home Renovation,2.81,88000,48
604,67000,Working Capital,7.66,59000,24
788,17000,Green Initiatives,3.08,14000,24
815,25000,Green Initiatives,2.81,20000,24
613,28000,Debt Consolidation,8.56,23000,48
663,92000,Marketing and Advertising,6.14,90000,24
679,62000,Debt Consolidation,6.64,52000,60
624,15000,Vehicle for Business Use,8.28,12000,60
812,64000,Equipment Purchase,3.62,53000,36
774,82000,Community Projects,2.87,70000,24
766,29000,Startup Capital,3.0,27000,12
656,62000,Green Initiatives,5.53,54000,24
731,81000,Marketing and Advertising,5.0,73000,24
720,67000,Community Projects,4.21,54000,24
728,34000,Technology Upgrade,4.98,29000,36
663,57000,Agriculture Expenses,6.84,56000,72
675,32000,Agriculture Expenses,6.4,30000,72
676,13000,Emergency Personal Funds,6.94,12000,72
697,20000,Agriculture Expenses,5.6,19000,60
813,55000,Marketing and Advertising,3.84,48000,24
847,100000,Training and Development,3.93,89000,36
778,51000,Utility Payments,3.68,45000,24
796,66000,Training and Development,2.92,64000,24
668,16000,Travel Costs,6.04,13000,72
645,78000,Business Expansion,8.84,67000,60
694,85000,Healthcare Expenses,6.87,74000,48
778,98000,Emergency Business Funds,3.95,81000,12
605,8000,Vehicle for Business Use,8.93,7000,72
826,66000,Marketing and Advertising,2.54,59000,12
704,31000,Inventory Purchase,4.92,30000,24
761,10000,Home Renovation,3.25,9000,72
683,69000,Travel Costs,5.58,60000,60
739,11000,Technology Upgrade,4.81,9000,24
708,58000,Utility Payments,3.99,56000,24
771,21000,Utility Payments,2.77,19000,24
827,46000,Working Capital,2.91,42000,12
735,38000,Utility Payments,4.3,33000,24
688,99000,Working Capital,6.71,90000,24
830,52000,Working Capital,3.27,50000,36
662,17000,Equipment Purchase,5.81,15000,24
750,29000,Agriculture Expenses,3.91,25000,60
605,14000,Emergency Personal Funds,7.99,13000,60
607,77000,Green Initiatives,8.68,69000,24
608,27000,Marketing and Advertising,7.05,26000,36
647,77000,Agriculture Expenses,7.26,63000,72
687,100000,Healthcare Expenses,6.46,81000,48
653,55000,Equipment Purchase,6.35,49000,24
673,34000,Startup Capital,6.8,28000,12
797,78000,Travel Costs,3.29,76000,60
782,7000,Marketing and Advertising,3.28,6000,12
832,78000,Working Capital,3.77,74000,36
644,25000,Startup Capital,7.62,21000,12
715,32000,Business Expansion,4.7,25000,72
749,18000,Green Initiatives,4.26,14000,36
693,96000,Debt Consolidation,6.61,88000,72
814,69000,Community Projects,3.76,62000,12
603,79000,Startup Capital,8.58,78000,36
694,14000,Social Enterprise,6.06,12000,12
605,20000,Travel Costs,8.78,19000,60
625,13000,Startup Capital,8.45,10000,24
706,53000,Startup Capital,4.05,48000,12
772,65000,Vehicle for Business Use,2.93,61000,72
704,31000,Marketing and Advertising,4.44,30000,12
847,69000,Community Projects,3.56,66000,24
805,87000,Education Fees,2.46,86000,72
609,45000,Green Initiatives,8.13,36000,24
804,63000,Debt Consolidation,3.7,55000,72
732,37000,Education Fees,5.31,33000,72
787,70000,Startup Capital,2.8,59000,12
646,99000,Marketing and Advertising,7.22,84000,36
771,96000,Emergency Personal Funds,3.71,79000,72
669,53000,Debt Consolidation,5.98,48000,48
630,41000,Emergency Business Funds,7.61,33000,24
681,20000,Marketing and Advertising,6.34,19000,12
801,21000,Wedding Expenses,3.12,18000,72
718,37000,Debt Consolidation,5.16,34000,72
836,61000,Training and Development,2.86,59000,24
610,10000,Marketing and Advertising,8.19,9000,12
843,72000,Inventory Purchase,3.11,66000,12
652,19000,Healthcare Expenses,6.28,18000,60
630,47000,Training and Development,7.23,38000,24
806,36000,Equipment Purchase,3.24,32000,36
699,9000,Education Fees,6.77,8000,48
669,83000,Community Projects,6.41,68000,24
667,45000,Equipment Purchase,6.33,37000,12
846,74000,Social Enterprise,3.41,62000,36
800,50000,Technology Upgrade,2.66,43000,24
805,19000,Social Enterprise,3.2,17000,12
839,24000,Education Fees,2.7,23000,60
721,34000,Debt Consolidation,4.37,30000,60
819,75000,Equipment Purchase,3.54,63000,12
718,20000,Inventory Purchase,5.02,16000,36
707,100000,Wedding Expenses,4.8,97000,48
642,22000,Green Initiatives,7.25,19000,36
801,46000,Debt Consolidation,2.61,41000,48
752,5000,Wedding Expenses,3.26,4000,72
713,66000,Training and Development,4.12,59000,24
653,81000,Green Initiatives,6.25,72000,24
697,78000,Travel Costs,6.4,65000,72
817,90000,Social Enterprise,2.92,84000,12
710,100000,Childcare Expenses,4.83,92000,60
702,36000,Travel Costs,4.09,31000,48
825,37000,Equipment Purchase,3.9,31000,36
766,86000,Home Renovation,2.58,75000,48
709,51000,Healthcare Expenses,4.65,48000,72
658,73000,Healthcare Expenses,6.01,61000,60
701,92000,Emergency Business Funds,5.23,83000,24
710,52000,Utility Payments,5.01,51000,36
747,57000,Debt Consolidation,5.05,56000,72
769,42000,Social Enterprise,3.22,41000,12
807,58000,Startup Capital,3.81,53000,24
783,22000,Childcare Expenses,2.74,21000,72
726,39000,Home Renovation,4.03,35000,48
611,60000,Healthcare Expenses,7.51,56000,60
774,54000,Emergency Personal Funds,2.8,53000,72
806,92000,Green Initiatives,2.94,86000,12
682,64000,Startup Capital,5.83,52000,12
706,59000,Training and Development,5.11,57000,24
643,79000,Vehicle for Business Use,7.12,73000,48
600,82000,Childcare Expenses,8.45,73000,48
807,46000,Agriculture Expenses,3.31,42000,48
748,71000,Training and Development,4.42,61000,12
821,38000,Vehicle for Business Use,3.39,32000,60
656,8000,Travel Costs,5.49,7000,48
675,19000,Agriculture Expenses,6.71,15000,48
707,18000,Technology Upgrade,4.64,15000,36
677,76000,Utility Payments,5.76,65000,12
654,97000,Agriculture Expenses,6.62,90000,48
604,27000,Utility Payments,7.21,24000,24
790,50000,Technology Upgrade,2.58,47000,12
805,100000,Childcare Expenses,2.54,90000,72
799,41000,Childcare Expenses,2.61,34000,60
714,7000,Emergency Personal Funds,5.07,5000,48
703,64000,Inventory Purchase,5.06,61000,24
789,29000,Emergency Business Funds,2.65,23000,24
818,81000,Wedding Expenses,2.62,72000,60
613,84000,Childcare Expenses,7.51,82000,60
727,44000,Business Expansion,5.08,37000,72
830,61000,Home Renovation,2.46,60000,48
797,96000,Technology Upgrade,2.65,83000,36
642,86000,Agriculture Expenses,8.35,80000,60
823,14000,Childcare Expenses,2.63,11000,48
637,13000,Travel Costs,8.4,10000,48
778,11000,Agriculture Expenses,2.61,10000,60
602,48000,Emergency Business Funds,8.27,43000,24
680,9000,Agriculture Expenses,6.04,7000,60
663,28000,Green Initiatives,6.54,26000,12
634,64000,Wedding Expenses,8.24,62000,48
832,22000,Education Fees,3.01,21000,72
741,65000,Healthcare Expenses,4.27,61000,60
837,8000,Startup Capital,3.8,7000,12
846,13000,Training and Development,2.54,12000,36
792,84000,Startup Capital,3.82,77000,12
812,35000,Working Capital,3.38,32000,12
681,86000,Inventory Purchase,5.72,79000,36
729,72000,Healthcare Expenses,5.42,69000,48
778,34000,Wedding Expenses,2.94,32000,60
608,65000,Community Projects,7.78,56000,36
719,92000,Technology Upgrade,3.97,81000,24
611,98000,Social Enterprise,8.68,82000,24
700,79000,Training and Development,4.11,68000,12
629,30000,Childcare Expenses,8.05,27000,72
759,74000,Agriculture Expenses,3.09,67000,72
703,98000,Business Expansion,4.17,81000,60
741,55000,Marketing and Advertising,5.31,46000,36
661,62000,Startup Capital,6.66,58000,12
754,52000,Community Projects,2.97,50000,36
778,5000,Vehicle for Business Use,2.79,4000,48
737,68000,Equipment Purchase,5.19,55000,24
647,79000,Startup Capital,6.98,69000,12
642,52000,Childcare Expenses,7.06,50000,48
717,80000,Inventory Purchase,4.93,70000,36
616,76000,Working Capital,8.78,74000,12
697,49000,Green Initiatives,6.0,44000,36
639,92000,Social Enterprise,7.33,78000,12
632,12000,Utility Payments,8.57,10000,24
678,85000,Vehicle for Business Use,6.57,74000,60
704,41000,Childcare Expenses,4.47,34000,72
630,42000,Business Expansion,7.3,38000,60
629,9000,Training and Development,8.86,7000,12
850,54000,Inventory Purchase,2.55,45000,24
652,80000,Agriculture Expenses,5.56,69000,60
816,80000,Training and Development,3.0,68000,24
636,98000,Green Initiatives,7.32,96000,36
633,80000,Vehicle for Business Use,7.77,77000,60
618,61000,Utility Payments,8.23,55000,36
736,20000,Travel Costs,4.41,16000,48
847,84000,Vehicle for Business Use,3.24,68000,48
717,94000,Social Enterprise,5.23,90000,36
732,61000,Marketing and Advertising,4.55,55000,24
614,29000,Inventory Purchase,7.34,25000,24
780,58000,Healthcare Expenses,2.56,53000,48
812,8000,Debt Consolidation,3.51,7000,72
645,81000,Business Expansion,8.06,72000,48
756,23000,Inventory Purchase,2.93,20000,12
730,81000,Emergency Personal Funds,5.07,66000,60
601,30000,Travel Costs,7.33,25000,48
845,13000,Agriculture Expenses,2.55,11000,48
708,70000,Travel Costs,5.06,59000,72
716,7000,Marketing and Advertising,4.38,6000,36
606,15000,Utility Payments,7.9,14000,12
801,53000,Social Enterprise,3.02,44000,12
652,56000,Home Renovation,6.65,47000,72
756,39000,Business Expansion,3.0,35000,60
617,28000,Healthcare Expenses,7.92,26000,60
729,59000,Childcare Expenses,4.94,49000,60
677,18000,Startup Capital,6.54,16000,24
604,74000,Debt Consolidation,8.85,65000,72
795,15000,Emergency Personal Funds,3.24,12000,72
817,83000,Working Capital,3.21,82000,12
747,29000,Social Enterprise,5.17,28000,36
627,92000,Community Projects,7.2,84000,24
624,28000,Business Expansion,7.99,27000,72
722,5000,Wedding Expenses,4.44,4000,60
669,12000,Business Expansion,6.47,10000,60
719,87000,Equipment Purchase,4.13,78000,12
773,70000,Green Initiatives,3.27,56000,24
752,82000,Healthcare Expenses,3.11,77000,72
666,31000,Marketing and Advertising,6.61,26000,24
678,95000,Business Expansion,6.9,90000,48
753,12000,Marketing and Advertising,3.61,10000,36
778,75000,Agriculture Expenses,3.36,61000,48
828,40000,Marketing and Advertising,3.75,38000,36
816,51000,Training and Development,3.45,48000,24
698,56000,Technology Upgrade,6.03,55000,24
741,58000,Business Expansion,4.85,53000,48
780,71000,Social Enterprise,3.13,65000,24
608,60000,Inventory Purchase,8.2,48000,24
732,84000,Vehicle for Business Use,5.36,71000,60
690,32000,Social Enterprise,6.33,28000,36
677,97000,Startup Capital,6.9,89000,24
777,14000,Vehicle for Business Use,3.19,13000,60
630,26000,Business Expansion,8.0,24000,48
737,17000,Agriculture Expenses,4.74,16000,60
808,52000,Technology Upgrade,2.91,43000,36
669,34000,Green Initiatives,5.83,30000,36
743,50000,Education Fees,4.8,42000,60
741,35000,Utility Payments,4.36,34000,12
820,77000,Healthcare Expenses,3.24,69000,72
784,62000,Home Renovation,3.91,50000,72
724,48000,Equipment Purchase,4.42,44000,36
842,87000,Childcare Expenses,3.76,79000,60
653,44000,Working Capital,6.87,42000,36
625,77000,Debt Consolidation,8.61,61000,60
