,loan_amnt,loan_intent,loan_int_rate,credit_score,loan_term
644,20000,EDUCATION,16.89,600,66
645,20000,PERSONAL,17.49,641,54
646,2500,EDUCATION,0.0,524,42
647,3600,HOMEIMPROVEMENT,0.0,669,50
648,20000,DEBTCONSOLIDATION,13.11,593,13
649,20000,DEBTCONSOLIDATION,7.66,654,30
650,20000,MEDICAL,6.17,665,15
651,20000,PERSONAL,16.35,649,28
652,20000,MEDICAL,7.9,579,43
653,20000,VENTURE,16.49,671,27
654,3550,VENTURE,0.0,693,33
655,7000,HOMEIMPROVEMENT,0.0,626,24
656,20000,PERSONAL,10.99,677,52
657,7750,VENTURE,0.0,594,33
658,20000,PERSONAL,8.88,592,19
659,20000,VENTURE,11.01,583,32
660,20000,DEBTCONSOLIDATION,14.84,592,27
661,20000,PERSONAL,11.12,628,33
662,20000,EDUCATION,7.88,567,86
663,20000,EDUCATION,11.01,654,46
664,6000,EDUCATION,0.0,623,94
665,5500,DEBTCONSOLIDATION,0.0,661,52
666,20000,EDUCATION,11.01,658,91
667,20000,PERSONAL,15.65,667,17
668,20000,PERSONAL,17.04,602,21
669,20000,EDUCATION,12.21,687,60
670,1275,EDUCATION,0.0,626,63
671,20000,DEBTCONSOLIDATION,14.11,662,42
672,20000,PERSONAL,11.14,536,58
673,2400,MEDICAL,0.0,623,14
674,20000,PERSONAL,13.87,647,14
675,20000,HOMEIMPROVEMENT,10.08,606,59
676,20000,PERSONAL,16.7,645,60
677,20000,VENTURE,18.64,632,60
678,20000,HOMEIMPROVEMENT,12.18,634,40
679,3800,DEBTCONSOLIDATION,0.0,645,44
680,20000,MEDICAL,6.54,574,22
681,20000,EDUCATION,14.61,576,36
682,20000,VENTURE,17.39,664,57
683,20000,HOMEIMPROVEMENT,11.12,562,26
684,20000,VENTURE,11.48,637,58
685,20000,MEDICAL,12.42,656,13
686,20000,DEBTCONSOLIDATION,10.25,590,59
687,20000,MEDICAL,10.65,653,13
688,5000,PERSONAL,0.0,612,55
689,20000,MEDICAL,10.37,703,37
690,20000,VENTURE,11.49,596,44
691,10000,VENTURE,0.0,586,32
692,5375,VENTURE,0.0,650,59
693,20000,PERSONAL,11.01,610,45
694,20000,EDUCATION,12.29,650,57
695,3500,DEBTCONSOLIDATION,17.27,579,38
696,20000,DEBTCONSOLIDATION,11.99,534,30
697,20000,PERSONAL,14.84,540,47
698,20000,DEBTCONSOLIDATION,10.83,584,54
699,20000,DEBTCONSOLIDATION,13.22,584,13
700,20000,EDUCATION,0.0,639,52
701,20000,MEDICAL,0.0,607,22
702,20000,HOMEIMPROVEMENT,0.0,681,48
703,20000,EDUCATION,0.0,710,64
704,20000,PERSONAL,0.0,634,24
705,20000,DEBTCONSOLIDATION,14.84,595,35
706,20000,VENTURE,0.0,707,32
707,20000,HOMEIMPROVEMENT,0.0,627,48
708,20000,PERSONAL,0.0,592,52
709,20000,HOMEIMPROVEMENT,11.01,699,50
710,20000,PERSONAL,0.0,566,33
711,3000,DEBTCONSOLIDATION,0.0,667,38
712,20000,EDUCATION,0.0,638,103
713,20000,MEDICAL,15.2,620,39
714,20000,MEDICAL,0.0,667,19
715,6000,PERSONAL,0.0,655,48
716,20000,VENTURE,14.11,666,32
717,20000,DEBTCONSOLIDATION,14.42,655,34
718,20000,HOMEIMPROVEMENT,0.0,604,46
719,20000,HOMEIMPROVEMENT,0.0,672,47
720,1625,DEBTCONSOLIDATION,16.89,596,47
721,20000,DEBTCONSOLIDATION,0.0,658,60
722,4500,HOMEIMPROVEMENT,11.01,608,41
723,8500,VENTURE,0.0,686,25
724,20000,HOMEIMPROVEMENT,0.0,687,32
725,20000,MEDICAL,0.0,652,23
726,20000,EDUCATION,0.0,603,93
727,20000,PERSONAL,0.0,622,54
728,20000,DEBTCONSOLIDATION,10.99,660,35
729,20000,VENTURE,0.0,572,30
730,7575,PERSONAL,0.0,641,37
731,5200,EDUCATION,0.0,674,50
732,20000,HOMEIMPROVEMENT,14.82,693,59
733,20000,PERSONAL,0.0,628,60
734,20000,MEDICAL,16.0,688,40
735,20000,MEDICAL,0.0,635,36
736,20000,DEBTCONSOLIDATION,13.16,662,47
737,20000,VENTURE,14.88,652,53
738,20000,DEBTCONSOLIDATION,0.0,619,21
739,20000,HOMEIMPROVEMENT,13.36,655,58
740,7125,VENTURE,0.0,653,51
741,4025,EDUCATION,0.0,565,84
742,8000,MEDICAL,0.0,613,40
743,20000,HOMEIMPROVEMENT,0.0,663,25
744,4000,PERSONAL,0.0,540,18
745,4200,MEDICAL,0.0,598,39
746,1400,VENTURE,0.0,653,60
747,20000,VENTURE,0.0,714,35
748,20000,MEDICAL,11.14,460,38
749,3800,DEBTCONSOLIDATION,0.0,643,42
750,20000,DEBTCONSOLIDATION,11.01,632,46
751,20000,VENTURE,0.0,578,51
752,20000,MEDICAL,0.0,642,21
753,20000,EDUCATION,0.0,688,93
754,20000,MEDICAL,0.0,696,22
755,6000,VENTURE,0.0,527,52
756,20000,MEDICAL,14.91,611,26
757,20000,VENTURE,0.0,545,49
758,20000,EDUCATION,0.0,644,99
759,2000,EDUCATION,0.0,511,80
760,20000,EDUCATION,0.0,616,55
761,8500,VENTURE,0.0,656,30
762,20000,MEDICAL,13.85,656,33
763,1000,HOMEIMPROVEMENT,0.0,581,27
764,20000,PERSONAL,15.95,477,26
765,20000,HOMEIMPROVEMENT,0.0,664,48
766,20000,MEDICAL,0.0,563,44
767,20000,DEBTCONSOLIDATION,0.0,623,48
768,2000,DEBTCONSOLIDATION,14.84,704,45
769,20000,EDUCATION,0.0,691,46
770,20000,HOMEIMPROVEMENT,15.05,648,43
771,20000,EDUCATION,13.79,662,96
772,20000,EDUCATION,0.0,569,68
773,3000,VENTURE,0.0,642,40
774,20000,PERSONAL,0.0,663,52
775,20000,EDUCATION,0.0,627,107
776,4400,EDUCATION,0.0,610,119
777,10000,DEBTCONSOLIDATION,0.0,534,17
778,20000,HOMEIMPROVEMENT,14.11,678,47
779,20000,MEDICAL,0.0,597,33
780,20000,DEBTCONSOLIDATION,0.0,653,37
781,20000,PERSONAL,12.53,571,22
782,1500,PERSONAL,0.0,659,41
783,9000,VENTURE,0.0,619,31
784,20000,HOMEIMPROVEMENT,0.0,663,26
785,4000,VENTURE,0.0,621,29
786,20000,DEBTCONSOLIDATION,0.0,575,41
787,6000,PERSONAL,0.0,477,60
788,20000,PERSONAL,0.0,639,58
789,20000,HOMEIMPROVEMENT,18.25,611,60
790,20000,DEBTCONSOLIDATION,0.0,630,47
791,20000,MEDICAL,0.0,560,17
792,20000,MEDICAL,0.0,537,44
793,7000,EDUCATION,0.0,694,120
794,20000,DEBTCONSOLIDATION,0.0,657,17
795,20000,EDUCATION,0.0,572,45
796,3825,DEBTCONSOLIDATION,0.0,618,58
797,20000,VENTURE,0.0,649,56
798,6500,VENTURE,0.0,496,26
799,5875,EDUCATION,6.62,680,66
800,20000,MEDICAL,0.0,606,28
801,2400,MEDICAL,0.0,612,45
802,8000,PERSONAL,0.0,477,17
803,20000,DEBTCONSOLIDATION,0.0,606,18
804,1550,DEBTCONSOLIDATION,7.49,658,39
805,20000,PERSONAL,0.0,602,42
806,20000,DEBTCONSOLIDATION,11.01,571,38
807,20000,EDUCATION,0.0,701,59
808,20000,HOMEIMPROVEMENT,0.0,665,28
809,7350,VENTURE,0.0,635,57
810,20000,MEDICAL,0.0,643,45
811,7200,PERSONAL,0.0,636,52
812,20000,VENTURE,15.65,645,57
813,20000,EDUCATION,0.0,575,58
814,3000,DEBTCONSOLIDATION,0.0,647,26
815,20000,EDUCATION,0.0,569,86
816,4000,DEBTCONSOLIDATION,0.0,528,43
817,8500,DEBTCONSOLIDATION,0.0,626,29
818,20000,HOMEIMPROVEMENT,0.0,664,26
819,20000,HOMEIMPROVEMENT,16.35,650,24
820,7500,VENTURE,0.0,600,39
821,20000,HOMEIMPROVEMENT,0.0,672,37
822,20000,HOMEIMPROVEMENT,0.0,563,25
823,7500,VENTURE,0.0,665,54
824,6700,EDUCATION,0.0,605,95
825,20000,MEDICAL,14.96,653,16
826,20000,MEDICAL,17.04,685,28
827,20000,PERSONAL,0.0,580,46
828,6400,PERSONAL,0.0,672,50
829,5400,PERSONAL,0.0,646,30
830,20000,DEBTCONSOLIDATION,0.0,636,56
831,20000,PERSONAL,13.22,559,53
832,20000,DEBTCONSOLIDATION,14.59,654,28
833,20000,HOMEIMPROVEMENT,0.0,632,27
834,20000,PERSONAL,11.01,672,30
835,20000,EDUCATION,0.0,630,91
836,20000,EDUCATION,0.0,476,42
837,20000,DEBTCONSOLIDATION,0.0,691,27
838,20000,PERSONAL,0.0,672,12
839,20000,VENTURE,0.0,709,36
840,2000,PERSONAL,0.0,521,17
841,7125,HOMEIMPROVEMENT,11.71,564,56
842,3000,PERSONAL,8.9,626,54
843,20000,MEDICAL,17.39,662,30
844,4800,PERSONAL,0.0,667,36
845,8300,PERSONAL,12.61,690,29
846,20000,MEDICAL,0.0,628,45
847,4750,HOMEIMPROVEMENT,0.0,562,37
848,20000,VENTURE,0.0,670,27
849,20000,VENTURE,0.0,602,28
850,3000,EDUCATION,0.0,595,52
851,20000,PERSONAL,0.0,687,54
852,20000,DEBTCONSOLIDATION,0.0,668,27
853,6000,EDUCATION,0.0,657,67
854,20000,EDUCATION,0.0,527,41
855,10625,DEBTCONSOLIDATION,0.0,524,43
856,7000,MEDICAL,0.0,606,38
857,20000,EDUCATION,0.0,546,51
858,20000,VENTURE,15.99,681,47
859,3600,HOMEIMPROVEMENT,17.27,502,54
860,20000,DEBTCONSOLIDATION,17.99,604,51
861,20000,PERSONAL,0.0,599,44
862,4800,DEBTCONSOLIDATION,0.0,644,55
863,20000,HOMEIMPROVEMENT,0.0,660,24
864,20000,VENTURE,0.0,652,58
865,20000,HOMEIMPROVEMENT,0.0,615,39
866,3000,DEBTCONSOLIDATION,0.0,638,42
867,20000,DEBTCONSOLIDATION,0.0,680,57
868,4400,HOMEIMPROVEMENT,0.0,611,45
869,19900,MEDICAL,11.83,578,45
870,19800,MEDICAL,0.0,617,43
871,500,MEDICAL,0.0,659,25
872,10000,PERSONAL,11.01,570,29
873,700,EDUCATION,0.0,658,110
874,7000,EDUCATION,0.0,484,47
875,750,DEBTCONSOLIDATION,0.0,645,51
876,1000,PERSONAL,10.37,541,23
877,1000,HOMEIMPROVEMENT,14.74,610,52
878,1000,HOMEIMPROVEMENT,13.43,722,52
879,2400,EDUCATION,0.0,668,37
880,2400,EDUCATION,0.0,628,48
881,1000,MEDICAL,10.25,667,32
882,1000,MEDICAL,0.0,540,33
883,1000,VENTURE,0.0,547,38
884,1000,DEBTCONSOLIDATION,0.0,602,51
885,1000,EDUCATION,0.0,611,77
886,1000,EDUCATION,0.0,669,79
887,1000,PERSONAL,13.57,559,31
888,1000,PERSONAL,14.96,642,36
889,1000,DEBTCONSOLIDATION,10.0,562,21
890,1000,VENTURE,16.29,559,26
891,2000,VENTURE,0.0,591,42
892,5000,VENTURE,0.0,506,58
893,1000,VENTURE,16.69,623,30
894,15000,EDUCATION,0.0,600,52
895,1000,MEDICAL,14.3,599,42
896,1000,VENTURE,15.65,604,38
897,1000,VENTURE,0.0,619,41
898,1000,EDUCATION,0.0,665,65
899,1000,EDUCATION,0.0,655,60
900,19000,EDUCATION,10.62,606,44
901,19000,VENTURE,12.18,562,44
902,19000,MEDICAL,11.99,648,12
903,19000,HOMEIMPROVEMENT,10.99,645,39
904,19000,MEDICAL,11.01,610,44
905,7000,DEBTCONSOLIDATION,0.0,607,53
906,19000,PERSONAL,16.7,649,32
907,19000,DEBTCONSOLIDATION,11.01,640,21
908,19000,VENTURE,11.01,664,36
909,19000,PERSONAL,11.14,611,52
910,19000,MEDICAL,7.49,621,46
911,19000,MEDICAL,0.0,589,25
912,19000,MEDICAL,0.0,671,34
913,19000,HOMEIMPROVEMENT,0.0,653,38
914,19000,VENTURE,0.0,642,46
915,6000,MEDICAL,14.59,664,29
916,2500,VENTURE,0.0,592,58
917,19000,PERSONAL,0.0,663,31
918,19000,HOMEIMPROVEMENT,0.0,582,57
919,19000,PERSONAL,0.0,655,42
920,18950,PERSONAL,11.01,632,15
921,18800,DEBTCONSOLIDATION,6.99,505,58
922,18750,DEBTCONSOLIDATION,0.0,661,58
923,18725,VENTURE,6.54,667,54
924,18550,DEBTCONSOLIDATION,11.83,694,58
925,7100,VENTURE,0.0,641,48
926,18500,MEDICAL,10.71,640,40
927,18500,EDUCATION,10.91,690,86
928,18500,MEDICAL,7.66,673,24
929,18500,DEBTCONSOLIDATION,13.61,619,23
930,18500,EDUCATION,0.0,697,79
931,18500,EDUCATION,0.0,608,47
932,18500,HOMEIMPROVEMENT,7.9,605,39
933,8000,MEDICAL,0.0,592,38
934,3000,VENTURE,0.0,642,29
935,18500,VENTURE,15.33,692,45
936,18500,EDUCATION,0.0,584,55
937,5000,EDUCATION,0.0,598,120
938,18400,PERSONAL,13.16,653,21
939,18400,DEBTCONSOLIDATION,9.99,649,37
940,18400,PERSONAL,0.0,674,45
941,5000,VENTURE,14.65,655,26
942,6000,DEBTCONSOLIDATION,0.0,636,38
943,18250,VENTURE,10.25,571,56
944,18250,PERSONAL,11.49,631,45
945,18250,VENTURE,17.04,587,55
946,18250,MEDICAL,10.25,657,12
947,1300,VENTURE,0.0,687,39
948,18250,PERSONAL,14.61,561,17
949,18250,VENTURE,13.35,684,60
950,5800,DEBTCONSOLIDATION,0.0,639,51
951,18250,PERSONAL,10.75,590,46
952,18250,DEBTCONSOLIDATION,14.26,610,57
953,18250,VENTURE,17.56,594,58
954,18250,VENTURE,14.83,609,43
955,18250,DEBTCONSOLIDATION,16.7,633,47
956,18225,VENTURE,10.74,685,41
957,18225,HOMEIMPROVEMENT,14.91,663,60
958,18200,VENTURE,8.88,562,45
959,18200,PERSONAL,9.91,647,56
960,18200,DEBTCONSOLIDATION,11.71,601,56
961,18200,EDUCATION,10.99,639,68
962,18000,VENTURE,11.54,679,52
963,8000,EDUCATION,0.0,639,67
964,18000,VENTURE,9.91,662,54
965,18000,PERSONAL,9.88,654,13
966,18000,EDUCATION,13.48,693,85
967,18000,EDUCATION,9.25,662,61
968,18000,MEDICAL,13.11,675,26
969,5000,DEBTCONSOLIDATION,0.0,624,55
970,18000,VENTURE,6.17,642,30
971,8000,MEDICAL,0.0,689,23
972,2400,EDUCATION,0.0,603,98
973,18000,DEBTCONSOLIDATION,11.03,487,35
974,18000,MEDICAL,7.9,608,21
975,18000,EDUCATION,13.57,664,36
976,18000,VENTURE,12.18,660,41
977,18000,MEDICAL,17.19,654,28
978,18000,MEDICAL,15.23,672,22
979,18000,EDUCATION,11.01,591,76
980,18000,HOMEIMPROVEMENT,14.46,618,32
981,4200,VENTURE,0.0,614,40
982,18000,DEBTCONSOLIDATION,16.63,709,45
983,18000,MEDICAL,12.42,674,29
984,18000,VENTURE,7.9,628,46
985,5000,MEDICAL,15.99,673,28
986,4200,PERSONAL,0.0,595,54
987,18000,EDUCATION,13.11,651,80
988,18000,VENTURE,13.79,618,31
989,2500,EDUCATION,0.0,620,80
990,18000,EDUCATION,11.01,641,91
991,6000,MEDICAL,0.0,638,39
992,18000,VENTURE,12.98,572,34
993,18000,VENTURE,13.85,683,58
994,18000,VENTURE,12.21,647,32
995,18000,DEBTCONSOLIDATION,10.71,554,57
996,18000,PERSONAL,6.54,634,51
997,8000,PERSONAL,0.0,574,20
998,18000,EDUCATION,12.84,594,111
999,18000,HOMEIMPROVEMENT,10.99,646,50
1000,1375,MEDICAL,11.11,506,14
1001,18000,EDUCATION,13.48,671,66
1002,18000,EDUCATION,14.74,530,61
1003,18000,VENTURE,11.01,609,44
1004,18000,MEDICAL,19.69,678,21
1005,18000,VENTURE,17.19,661,37
1006,18000,EDUCATION,0.0,667,42
1007,18000,EDUCATION,0.0,631,56
1008,18000,EDUCATION,0.0,515,103
1009,5000,MEDICAL,7.66,664,46
1010,18000,MEDICAL,0.0,634,13
1011,5600,EDUCATION,0.0,655,70
1012,10000,VENTURE,0.0,513,48
1013,18000,VENTURE,0.0,562,53
1014,18000,EDUCATION,0.0,618,81
1015,18000,EDUCATION,0.0,659,60
1016,18000,VENTURE,0.0,536,52
1017,18000,HOMEIMPROVEMENT,0.0,562,33
1018,18000,HOMEIMPROVEMENT,14.96,603,26
1019,18000,HOMEIMPROVEMENT,0.0,610,34
1020,18000,VENTURE,16.0,675,42
1021,18000,HOMEIMPROVEMENT,16.29,662,56
1022,18000,EDUCATION,0.0,578,97
1023,18000,EDUCATION,0.0,625,97
1024,18000,HOMEIMPROVEMENT,0.0,591,34
1025,18000,MEDICAL,16.0,668,23
1026,18000,EDUCATION,0.0,625,68
1027,18000,PERSONAL,15.33,718,38
1028,18000,DEBTCONSOLIDATION,0.0,692,52
1029,18000,PERSONAL,14.54,584,45
1030,18000,VENTURE,0.0,600,45
1031,3000,EDUCATION,0.0,597,93
1032,18000,EDUCATION,0.0,682,88
1033,1200,VENTURE,0.0,689,35
1034,18000,EDUCATION,0.0,616,118
1035,3500,PERSONAL,15.58,532,32
1036,18000,EDUCATION,0.0,578,58
1037,7000,MEDICAL,0.0,617,35
1038,18000,EDUCATION,0.0,672,38
1039,18000,VENTURE,0.0,695,29
1040,18000,VENTURE,0.0,655,31
1041,18000,EDUCATION,0.0,667,58
1042,18000,HOMEIMPROVEMENT,0.0,661,59
1043,18000,MEDICAL,0.0,568,12
1044,2800,DEBTCONSOLIDATION,16.07,613,42
1045,18000,MEDICAL,0.0,658,45
1046,18000,DEBTCONSOLIDATION,10.65,540,49
1047,8500,EDUCATION,0.0,606,91
1048,2100,PERSONAL,0.0,674,26
1049,18000,VENTURE,0.0,652,39
1050,6000,HOMEIMPROVEMENT,0.0,578,33
1051,18000,HOMEIMPROVEMENT,0.0,692,48
1052,2500,MEDICAL,0.0,661,44
1053,18000,EDUCATION,0.0,652,40
1054,18000,VENTURE,0.0,691,36
1055,18000,EDUCATION,0.0,709,119
1056,18000,EDUCATION,0.0,687,74
1057,18000,PERSONAL,0.0,684,29
1058,18000,DEBTCONSOLIDATION,0.0,520,42
1059,18000,HOMEIMPROVEMENT,0.0,541,28
1060,18000,EDUCATION,0.0,555,49
1061,18000,DEBTCONSOLIDATION,0.0,609,47
1062,18000,MEDICAL,7.51,677,27
1063,18000,VENTURE,0.0,675,29
1064,18000,PERSONAL,0.0,624,53
1065,18000,MEDICAL,0.0,642,36
1066,5000,MEDICAL,0.0,618,20
1067,18000,DEBTCONSOLIDATION,0.0,599,43
1068,18000,EDUCATION,0.0,671,49
1069,5000,MEDICAL,0.0,589,47
1070,17950,EDUCATION,0.0,632,41
1071,17950,PERSONAL,0.0,689,24
1072,7000,MEDICAL,0.0,588,20
1073,17800,MEDICAL,16.35,706,14
1074,1500,EDUCATION,0.0,614,40
1075,17750,DEBTCONSOLIDATION,13.49,631,30
1076,17700,DEBTCONSOLIDATION,0.0,580,21
1077,8000,PERSONAL,0.0,626,24
1078,8000,EDUCATION,0.0,608,78
1079,3975,EDUCATION,0.0,581,117
1080,17625,DEBTCONSOLIDATION,8.9,632,30
1081,17600,MEDICAL,0.0,674,15
1082,17600,EDUCATION,0.0,658,43
1083,17600,HOMEIMPROVEMENT,0.0,671,38
1084,17600,HOMEIMPROVEMENT,0.0,687,26
1085,5000,EDUCATION,0.0,637,85
1086,3500,PERSONAL,0.0,638,34
1087,17600,MEDICAL,17.19,575,45
1088,17500,HOMEIMPROVEMENT,15.95,594,26
1089,17500,VENTURE,14.22,590,54
1090,17500,MEDICAL,12.53,576,45
1091,4500,MEDICAL,0.0,634,17
1092,4000,VENTURE,0.0,616,24
1093,17500,MEDICAL,10.62,546,39
1094,1800,VENTURE,0.0,634,46
1095,5000,HOMEIMPROVEMENT,0.0,638,24
1096,17500,EDUCATION,12.53,601,85
1097,17500,MEDICAL,13.61,603,35
1098,17500,MEDICAL,13.85,572,23
1099,17500,DEBTCONSOLIDATION,13.85,530,50
1100,17500,VENTURE,6.54,606,46
1101,17500,EDUCATION,17.19,652,50
1102,17500,EDUCATION,0.0,661,78
1103,17500,EDUCATION,0.0,613,108
1104,17500,VENTURE,0.0,663,41
1105,17500,PERSONAL,0.0,659,15
1106,5500,MEDICAL,13.16,648,13
1107,17500,HOMEIMPROVEMENT,0.0,622,40
1108,2000,PERSONAL,0.0,685,18
1109,17475,EDUCATION,9.91,618,44
1110,17475,DEBTCONSOLIDATION,9.91,628,36
1111,5000,EDUCATION,0.0,670,116
1112,17475,EDUCATION,0.0,677,108
1113,17400,PERSONAL,0.0,637,45
1114,17400,DEBTCONSOLIDATION,0.0,619,59
1115,17400,EDUCATION,0.0,525,67
1116,17200,PERSONAL,0.0,702,22
1117,17000,EDUCATION,10.37,658,46
1118,17000,HOMEIMPROVEMENT,12.99,724,40
1119,7000,EDUCATION,0.0,656,67
1120,17000,DEBTCONSOLIDATION,10.65,669,40
1121,17000,MEDICAL,12.87,632,38
1122,17000,DEBTCONSOLIDATION,7.66,666,54
1123,17000,MEDICAL,13.47,642,42
1124,17000,DEBTCONSOLIDATION,10.38,578,35
1125,17000,DEBTCONSOLIDATION,9.99,592,57
1126,17000,EDUCATION,16.82,623,109
1127,17000,PERSONAL,13.79,653,34
1128,4575,PERSONAL,0.0,634,45
1129,8000,EDUCATION,0.0,689,70
1130,17000,PERSONAL,8.49,625,38
1131,17000,EDUCATION,14.96,700,118
1132,17000,MEDICAL,12.98,610,15
1133,6500,MEDICAL,0.0,610,16
1134,17000,DEBTCONSOLIDATION,11.58,686,41
1135,17000,HOMEIMPROVEMENT,11.01,649,56
1136,17000,MEDICAL,9.88,619,12
1137,7400,VENTURE,0.0,567,48
1138,17000,DEBTCONSOLIDATION,0.0,614,12
1139,17000,PERSONAL,10.25,577,23
1140,2400,MEDICAL,0.0,636,23
1141,17000,PERSONAL,0.0,625,24
1142,17000,PERSONAL,0.0,710,14
1143,4000,MEDICAL,0.0,649,44
1144,17000,VENTURE,0.0,685,51
1145,17000,VENTURE,0.0,578,33
1146,17000,PERSONAL,0.0,645,18
1147,17000,MEDICAL,0.0,558,19
1148,17000,DEBTCONSOLIDATION,0.0,669,55
1149,17000,EDUCATION,0.0,647,89
1150,17000,MEDICAL,0.0,651,36
1151,3600,VENTURE,0.0,718,39
1152,17000,EDUCATION,0.0,688,81
1153,17000,DEBTCONSOLIDATION,0.0,683,50
1154,17000,MEDICAL,16.77,541,47
1155,17000,EDUCATION,0.0,572,59
1156,17000,EDUCATION,0.0,641,75
1157,17000,PERSONAL,0.0,514,35
1158,17000,EDUCATION,0.0,669,104
1159,17000,VENTURE,0.0,501,26
1160,16950,PERSONAL,18.25,625,31
1161,16875,DEBTCONSOLIDATION,0.0,674,15
1162,7000,MEDICAL,0.0,609,45
1163,7200,MEDICAL,0.0,511,39
1164,16800,PERSONAL,10.99,660,26
1165,16800,MEDICAL,12.53,577,21
1166,1800,EDUCATION,0.0,538,50
1167,16800,MEDICAL,11.01,661,44
1168,16800,MEDICAL,0.0,637,38
1169,16800,EDUCATION,0.0,681,105
1170,16800,MEDICAL,0.0,547,48
1171,16800,MEDICAL,12.67,580,33
1172,3000,HOMEIMPROVEMENT,9.99,670,49
1173,16800,MEDICAL,0.0,671,26
1174,16800,MEDICAL,16.77,661,23
1175,16800,HOMEIMPROVEMENT,15.65,619,36
1176,16800,HOMEIMPROVEMENT,0.0,605,44
1177,16800,MEDICAL,0.0,652,15
1178,16800,DEBTCONSOLIDATION,0.0,549,14
1179,16800,VENTURE,0.0,720,42
1180,2000,HOMEIMPROVEMENT,0.0,632,51
1181,16750,MEDICAL,15.28,690,16
1182,16750,DEBTCONSOLIDATION,10.75,676,47
1183,16750,MEDICAL,12.41,650,48
1184,16750,DEBTCONSOLIDATION,11.99,668,25
1185,4000,MEDICAL,0.0,486,28
1186,16750,HOMEIMPROVEMENT,17.58,634,32
1187,16750,MEDICAL,13.11,616,18
1188,16750,VENTURE,11.01,520,37
1189,16750,PERSONAL,20.0,660,41
1190,16700,EDUCATION,0.0,628,96
1191,16600,HOMEIMPROVEMENT,14.18,660,27
1192,16525,MEDICAL,0.0,612,40
1193,16525,PERSONAL,0.0,655,36
1194,16500,MEDICAL,10.75,615,24
1195,16500,MEDICAL,11.01,515,35
1196,16500,VENTURE,10.62,615,30
1197,16500,MEDICAL,8.9,607,43
1198,1500,VENTURE,0.0,611,31
1199,16500,HOMEIMPROVEMENT,12.8,688,36
1200,16500,HOMEIMPROVEMENT,9.32,650,32
1201,9000,VENTURE,0.0,688,30
1202,11500,VENTURE,0.0,682,38
1203,3000,EDUCATION,0.0,576,61
1204,16500,MEDICAL,16.77,686,34
1205,16425,PERSONAL,13.49,621,44
1206,16400,HOMEIMPROVEMENT,0.0,640,56
1207,16300,DEBTCONSOLIDATION,11.01,643,39
1208,16250,PERSONAL,12.42,675,24
1209,1000,PERSONAL,0.0,645,34
1210,16075,DEBTCONSOLIDATION,0.0,572,12
1211,16050,HOMEIMPROVEMENT,17.14,608,60
1212,16000,EDUCATION,13.23,570,82
1213,16000,VENTURE,10.99,655,48
1214,16000,EDUCATION,6.03,670,64
1215,6250,MEDICAL,15.31,665,45
1216,16000,MEDICAL,11.71,628,30
1217,16000,PERSONAL,11.01,651,23
1218,4750,PERSONAL,0.0,634,46
1219,2800,VENTURE,0.0,687,36
1220,16000,VENTURE,7.9,632,32
1221,16000,MEDICAL,12.87,592,46
1222,16000,VENTURE,15.65,658,38
1223,16000,MEDICAL,10.71,655,37
1224,6000,VENTURE,0.0,641,41
1225,4800,VENTURE,0.0,652,54
1226,16000,EDUCATION,11.71,678,105
1227,16000,EDUCATION,12.99,613,91
1228,16000,EDUCATION,8.88,658,119
1229,16000,EDUCATION,11.83,535,45
1230,16000,EDUCATION,13.24,612,41
1231,16000,VENTURE,12.84,551,47
1232,16000,VENTURE,11.71,551,59
1233,5000,MEDICAL,0.0,696,39
1234,11100,PERSONAL,0.0,631,25
1235,16000,DEBTCONSOLIDATION,8.9,656,29
1236,16000,VENTURE,11.49,677,43
1237,1525,MEDICAL,0.0,628,44
1238,7000,DEBTCONSOLIDATION,0.0,653,56
1239,16000,EDUCATION,8.49,609,36
1240,16000,MEDICAL,7.49,600,13
1241,12000,VENTURE,12.09,687,58
1242,6500,MEDICAL,0.0,640,41
1243,16000,VENTURE,11.54,630,42
1244,10000,DEBTCONSOLIDATION,0.0,658,22
1245,16000,DEBTCONSOLIDATION,19.91,629,16
1246,16000,DEBTCONSOLIDATION,10.59,597,53
1247,8800,MEDICAL,0.0,700,36
1248,16000,HOMEIMPROVEMENT,13.06,537,27
1249,5000,VENTURE,0.0,672,59
1250,4000,DEBTCONSOLIDATION,0.0,648,50
1251,10800,EDUCATION,0.0,531,111
1252,5400,DEBTCONSOLIDATION,0.0,609,12
1253,16000,PERSONAL,11.36,644,29
1254,16000,MEDICAL,14.11,668,40
1255,7000,PERSONAL,0.0,679,51
1256,16000,EDUCATION,10.0,569,86
1257,16000,VENTURE,16.0,537,56
1258,16000,VENTURE,17.58,548,49
1259,3200,MEDICAL,0.0,628,12
1260,1200,MEDICAL,0.0,651,41
1261,16000,HOMEIMPROVEMENT,13.99,666,42
1262,1200,HOMEIMPROVEMENT,0.0,623,37
1263,16000,VENTURE,10.62,656,26
1264,16000,EDUCATION,16.35,642,92
1265,16000,MEDICAL,13.85,610,41
1266,16000,MEDICAL,16.45,658,24
1267,16000,PERSONAL,15.7,610,28
1268,16000,EDUCATION,0.0,683,86
1269,16000,DEBTCONSOLIDATION,0.0,627,37
1270,4000,MEDICAL,12.73,716,26
1271,16000,DEBTCONSOLIDATION,11.01,672,21
1272,16000,VENTURE,0.0,595,52
1273,16000,DEBTCONSOLIDATION,0.0,679,34
1274,6500,PERSONAL,14.26,616,38
